,SoftwareJob,closes,contract,description,duration_ad_days,employer,enhanced,extra_location,extra_location_s,extra_subject_area,extra_subject_area_s,extra_type___role,funding_amount,funding_for,hours,include_in_study,invalid_code,job_ref,job_title,jobid,location,placed_on,prediction,qualification_type,salary,tags,uk_university
1037,Yes,2016-03-02,,"
 Applications are invited for a fully-funded 3 year Ph.D. studentship on the theme described below, as part of the Communications Research Group. 
 Details 
 Several technologies exist for identifying the location of a transmitting node indoors. These vary from extremely precise, physically large and power-demanding (e.g. Ultra-Wideband systems), to low cost and low complexity, general approximate presence detection (e.g Bluetooth Smart beacons). There are also research-grade implementations of signal processing algorithms, such as MUSIC (MUltiple SIgnal Classification). 
 As an example application, there is a commercial need in Social Care Systems to quickly identify the location of a patient in one of two scenarios, in an unobtrusive and cost-effective way: 
 In which indoor room is the patient? (e.g. in a multi-room, care facility) 
 Is the patient indoor or outdoor? (i.e. does the attending emergency service need to break down the front door or go into the back garden) 
 The University is working with Tunstall Healthcare Ltd who operates in this business area. 
 Two differing radio technology techniques have been devised, that require further research. Both use a combination of novel yet low-cost RF hardware, combined with DSP to process the initial radio signals from the patient’s node, as detected by multiple local base stations. These processed signals could then to be used, for example, in a Cloud-based expert system employing signal pattern matching against a database, to identify the location of the patient. 
 The purpose of this research project is to first understand the limitations of the two concept systems so far investigated and then select a relevant topic to investigate further, ideally leading to a new technology demonstrator based on one of the existing concepts. The research topic could be from one or more of (but not limited to):- 
 Novel and low resource DSP algorithms for the multiple base station RF signal detection, as associated with angle of arrival or received signal power level assessment 
 Novel RF hardware for the patient node and Base station (including antenna design), possibly including wearable technology for the patient node. 
 Signal pattern matching techniques for application to the multiple base station concept, including techniques to minimise initial pattern matcher training and subsequent re-training. 
 Researchers can expect to become involved in designing hardware and software for their proposed system(s) and then trialling them in real world scenarios. The expectation is that the researcher’s project will contribute to a positioning technology test bed, focused on the Social Care application. 
 Funding Notes 
 Awards for UK students cover tuition fees and a maintenance allowance at the standard RCUK rate - currently £14,057 per annum. EU applicants who have been resident in the UK for at least 3 years immediately preceding the start of their course are eligible for awards that cover tuition fees and provide a maintenance allowance. EU applicants that do not meet this residency criterion are eligible for a fees-only award. 
 The position is available immediately and will be open until it is filled. 
 For further information and informal enquiries contact Mr Eddie Ball at  e.a.ball@sheffield.ac.uk 
",91,University of Sheffield ,normal,,Northern England,,"['Physical and Environmental Sciences', 'Physics and Astronomy', 'Other Physical Sciences', 'Engineering and Technology', 'Electrical and Electronic Engineering', 'Social Sciences and Social Care', 'Social Policy', 'Other Social Sciences']",['PhD'],"
                                            £14,057
                                                                                                                                                            ",,Full Time,False,,,PhD Studentship in RF systems for identifying node locations in indoor & outdoor scenarios associated with a dwelling,AMN834,Sheffield,2015-12-02,1,PhD,,"['Some', 'Some']",University of Sheffield
1038,Yes,2015-12-16,Contract / Temporary,"
 MSc (Masters by Research), 12 Months duration, Full-Time 
 Funding 
 This is a fees-only studentship (UK rate fees only / all laboratory & reagent costs are paid by the School of Life, Sport and Social Sciences) over 12 months. 
 Project Reference PG1SE 
 Area of Research 
 Computational Biological Chemistry, Drug Design, Nonsteroidal Anti-Inflammatory Drugs 
 Project Description 
 This project is based in the computational biological chemistry research group of Dr Stefan Erhardt. The interactions of small molecules with enzymes will be investigated. Inhibition mechanisms of known drugs are studied to gain deeper insight into their mode of action and to develop novel more potent inhibitors with potentially less side effects.  
 The long-term usage of ibuprofen or other nonsteroidal anti-inflammatory drugs (NSAIDs) can lead to gastric adverse effects. On the other hand some drugs which were prescribed in the past could lead to a higher heart attack risk. Particularly patients who suffer from arthritis would benefit from the development of novel anti-inflammatory drugs. However, recent studies have also indicated the importance of NSAIDs in the prevention and treatment of cancer. 
 The results of computational study will be used to synthesise novel compounds and then test their biological activity. 
 Computational modelling techniques such as molecular docking, density functional theory, molecular dynamic and QM/MM calculations will be employed. No prior knowledge of computational biology is required. A strong biochemical background would be beneficial. Applicants must have an undergraduate degree in a relevant discipline. 
 Contact Dr Stefan Erhardt ( S.Erhardt@napier.ac.uk ) for more information.  
 Start Date: 1 February 2016 
 Application Deadline:  All applications must be received by Wednesday 16 December 2015. 
",13,"Edinburgh Napier University - The School of Life, Sport and Social Sciences",normal,,Scotland,,"['Biological Sciences', 'Biochemistry']",['Masters'],,,Full Time,False,['salary'],079/MK,MRes Studentship in Biological Chemistry,AMO107,Edinburgh,2015-12-03,1,,"
                                                                                    see text
                                        ","['Some', 'Most']",Edinburgh Napier University
1039,Yes,2015-12-13,Contract / Temporary,"
 Two Research Assistant or Associate Positions: Developing New Technology for Online Education 
 Salary Range:  Research Assistant £25,023 - £28,982 or Research Associate £28,982 - £37,768 
 Fixed-term: The funds for this post are available until 30 September 2018 in the first instance. 
 The University of Cambridge is looking to appoint one or two talented developers to work on the open-source  https://isaacphysics.org/  delivery platform. The platform delivers educational material to help over 15,000 school pupils, and prepares them for entrance to competitive university courses in computer science, engineering, physics and related subjects. 
 Our aim is to reach 100,000 pupils over the next 2 years. 
 The successful candidate will work as part of a small team in the Computer Science department in Cambridge. The platform itself includes: 
 delivery of material through written text, video and interactive games/simulations 
 diagnostic feedback for students through interactive questions and problem solving 
 formal assessment to elicit student progress 
 models of student progress to recommend further teaching materials or exercises 
 feedback to improve content quality through usage analyses 
 The successful candidate will have a strong computer science background in distributed systems and networking, and demonstrable experience as a programmer. Expertise in both the server-side and client-side aspects of web development is essential. The ability to adapt and select appropriate software, languages and tools is more important than previous experience with specific examples. (For reference, we are currently working with AngularJS, Java with RestEasy, Maven, Git, Puppet and PostgreSQL.) Previous experience managing or contributing to open source projects would be an advantage. Candidates will be expected to identify their own goals and objectives and pursue them independently or as part of a team as appropriate. 
 To be considered for appointment at the Research Associate level (£28,982 - £37,768), applicants will either hold a PhD or have significant relevant experience. 
 Candidates holding some of skills and experience mentioned above will be considered for a position on the Research Assistant scale (£25,023- £28,982). The position also includes membership of the USS career-average pension scheme, paid teaching opportunities, and the potential to undertake private consulting work. 
 The role is available immediately and candidates must be available to start in early 2016. 
 Informal enquiries may be directed to either Dr Alastair Beresford:  Alastair.Beresford@cl.cam.ac.uk  or Dr Andrew Rice:  Andrew.Rice@cl.cam.ac.uk  at the Computer Laboratory, University of Cambridge. 
 The deadline for receipt of applications is midnight on Sunday 13th December. A short list of applicants invited for telephone interview will be announced on Tuesday 15th December and the interviews will take place on Thursday 17th December. Candidates who are unavailable on Thursday 17th December should supply a list of alternative interview dates with their application. 
 To apply online for this vacancy and to view further information about the role, please visit:  http://www.jobs.cam.ac.uk/job/8857 . This will take you to the role on the University’s Job Opportunities pages. There you will need to click on the 'Apply online' button and register an account with the University's Web Recruitment System (if you have not already) and log in before completing the online application form. 
 Please ensure you upload your Curriculum Vitae (CV) (maximum two pages), along with a statement of the particular contribution you would like to make to the project (maximum 500 words), and a URL to a recent software project together with a description of your contribution. If you upload any additional documents which have not been requested, we will not be able to consider these as part of your application. 
 Please quote reference NR07753 on your application and in any correspondence about this vacancy. 
 The University values diversity and is committed to equality of opportunity. 
 The University has a responsibility to ensure that all employees are eligible to live and work in the UK. 
",10,University of Cambridge - Computer Laboratory,normal,,South East England,,"['Physical and Environmental Sciences', 'Physics and Astronomy', 'Computer Science', 'Computer Science', 'Software Engineering', 'Engineering and Technology', 'Other Engineering']",['Academic or Research'],,,Full Time,False,,NR07753,Research Assistant or Associate Positions: Developing New Technology for Online Education,AMO123,Cambridge,2015-12-03,1,,"
                                            £25,023
                                                     to £37,768                                                                                                        ","['Most', 'Most']",University of Cambridge
1040,None,2016-01-12,Contract / Temporary,"
 Student Adviser (Grade 4)  Full time - 9 months fixed term, maternity cover 
 Students, Alumni and Library Services (SALS) is committed to the delivery of exemplary student services including advice and wellbeing support. This role is a fixed-term maternity cover for a member of staff committed to student focus, enhancing student experience and the delivery of high quality information, advice and guidance services. The successful candidate will provide general advice and support in respect of student finance, funding, bursaries and benefits, international student support and accommodation, as part of Student Services.  
 He/She will be able to use their own initiative, and be capable of organising and prioritising a busy workload whilst working under pressure and to tight deadlines, maintaining accuracy and attention to detail. Good interpersonal skills are essential within this role as is a flexible approach, and ability to work as part of a team. You will need to be able to stay calm in a busy environment, work well as part of a team, have attention to detail and good customer care skills, empathy and discretion. 
",39,"Goldsmiths, University of London ",normal,,London,,['Student Services'],['Clerical'],,,Full Time,False,,7418,"Student Adviser (9 months fixed term, maternity cover)",AMO511,London,2015-12-04,0,,"
                                            £25,044
                                                     to £27,818                                                                                                        ","['None', 'None']","Goldsmiths, University of London"
1041,None,2016-02-05,Contract / Temporary,"
 This clinical and teaching post will be based at the Leahurst Campus on the Wirral Peninsula. This is an exciting opportunity to be part of a dynamic clinical team with state-of-the-art facilities. You will participate in the small animal dermatology service and in teaching and research activities. Facilities include a state-of-the-art imaging and endoscopy and there is excellent multidisciplinary support. You will be MRCVS, in possession of, or eligible for an ECVD or equivalent Diploma in Dermatology. The post is available to cover a period of maternity leave expected to last until 31 July 2017. 
 Job Ref: A-590145/JAC  Closing Date: 5 February 2016 
 For full details, or to request an application pack, visit  www.liv.ac.uk/working/job_vacancies/ 
 or e-mail  jobs@liv.ac.uk , please quote Job Ref in all enquiries. 
",30,University of Liverpool - Faculty of Health and Life Sciences / School of Veterinary Science,normal,,Northern England,,"['Agriculture, Food and Veterinary', 'Veterinary Science']",['Academic or Research'],,,Full Time,False,,A-590145/JAC,Locum Lecturer/Senior Lecturer in Small Animal Dermatology (Maternity Cover),AMS571,Liverpool,2016-01-06,0,,"
                                            £38,896
                                                     to £62,323                                                                                                            pa
                                        ","['None', 'None']",University of Liverpool
1042,None,2016-02-06,,"
 Mast syndrome is an inherited upper motor neurone disease associated with a rapidly-progressing form of dementia and belongs to a genetically and clinically heterogeneous group of neurodegenerative diseases; the hereditary spastic paraplegias. Due to a lack of understanding of the biological basis of these and related neurodegenerative conditions, there is currently no treatment available. Our group has a long track record in the investigation of these conditions, and has previously discovered 11 new genetic causes of these conditions, including Mast syndrome shown to be due to mutation of the ACP33 gene. Little is known about the function of ACP33 protein, although some molecular evidence suggests it may regulate axonal branching, and protein modelling suggests it binds lipids. We hypothesise that ACP33 acts as a molecular chaperone shuttling lipids throughout the elaborate, neuronal morphology. 
 A major barrier to studying lipid function is the difficulty labelling and visualising them. Fluorescent reporters can map localisation but may mask endogenous interactions and induce side-effects. SRS microscopy circumvents these issues by providing label-free, chemically-specific, quantitative imaging of chemical species distribution within a cell based on vibrational spectroscopy. 
 Understanding the biological basis of the dysfunctional lipid metabolism common to many neurological conditions offers an important new way to treat these devastating disorders. This unique combination of biophysics and 4-D image analysis applied to a genetic disorder will shed new light on the underlying pathology of Mast syndrome and provide invaluable insights for broader application to other related neurodegenerative conditions.  
 Academic Supervisors: 
 Dr John Chilton , UEMS 
 Professor Andrew Crosby , UEMS 
 Professor Julian Moger , CEMPS 
 Dr Emma Baple, UEMS 
 Location:  University of Exeter, St Luke’s Campus, Exeter 
 About the award:  This project is one of a number funded within the Carlota Palmer PhD programme. This four-year programme, run under the auspices of the Centre for Biomedical Modelling and Analysis, will commence in September 2016. The studentships will provide funding for a stipend (currently £16,165 per annum), research costs and UK/EU tuition fees for four years. Further details can be found here:  http://www.exeter.ac.uk/bma/phd/ 
 Entry requirements:  Applicants should be highly motivated and have, or expect to obtain, either a first or upper-second class BSc (or equivalent) in a relevant discipline. International applicants must also have IELTS score of 7 and above (or equivalent qualification). 
 How to apply  Click here to apply 
 Please be aware you will be asked to upload the following: 
 CV 
 Letter of application (outlining your academic interests, prior research experience and reasons for wishing to undertake the project. 
 Transcript(s) giving full details of subjects studied and grades/marks obtained (this should be an interim transcript if you are still studying) 
 If you are not a national of a majority English-speaking country you will need to submit evidence of your proficiency in English (see entry requirements above) 
 You will be asked to name 2 referees as part of the application process however we will not contact these people until the shortlisting stage. The application deadline is midnight on Friday 6 th  February 2016. Interview will be held at the University of Exeter in early March 2016. 
 Please email  UEMS-graduateresearch@exeter.ac.uk  with any queries about the application process. Please direct project specific queries to Dr John Chilton  J.K.Chilton@exeter.ac.uk 
",26,University of Exeter ,normal,,South West England,,"['Biological Sciences', 'Molecular Biology and Biophysics', 'Other Biological Sciences']",['PhD'],"
                                            £16,165
                                                                                                                                                            ","UK Students, EU Students",Full Time,False,,,PhD Studentship - Applying label-free and 4-D imaging to quantify and track changes in lipid homeostasis in an inherited form of motor neurone disease (MND) with dementia,AMT172,Exeter,2016-01-11,0,PhD,,"['None', 'None']",University of Exeter
1043,None,2016-01-31,Permanent,"
 Location  Park Campus 
 
 Applications are invited for the post of Lecturer in Social Work to contribute to the delivery, assessment, evaluation, curriculum development and associated administration of undergraduate and postgraduate programmes in the Subject of Social Work.   
 You will be teaching the undergraduate and postgraduate HCPC approved programmes for social work education. You will be delivering social work education to students who on graduation can apply to the HCPC to be registered to use the protected title of Social Worker. You will have skills and professional experience of providing social work services and interventions. 
 You will join an experienced group of tutors providing education to ensure this student group find employment in the Social Work sector. 
 We are looking for someone who is a qualified and registered social worker. Experience of teaching in Higher Education would be an advantage. 
 Interview Date: 10 February 2016 
 This is an exciting time to join our University as we prepare to relocate to a new state of the art, vibrant, town centre campus in 2018. We are looking to recruit individuals who share our passion for innovation, creativity and social impact and who will play a key role as we realise our ambition of TRANSFORMING LIVES + INSPIRING CHANGE   
 We are an Ashoka U accredited Changemaker University that believes in providing students and staff with the opportunity to change their world for the better.  
 All candidates will be asked to provide proof of eligibility to work in the UK at interview. 
 The University of Northampton as an employer strives to achieve diversity among its staff which reflects the communities it serves. 
 
",19,The University of Northampton ,normal,,Midlands of England,,"['Social Sciences and Social Care', 'Social Work']",['Academic or Research'],,,Full Time,False,,UN1906,Leader in Social Work,AMT678,Northampton,2016-01-12,0,,"
                                            £32,600
                                                     to £36,672                                                                                                        ","['None', 'None']",University of Northampton
1044,Insufficient Evidence,2016-02-15,Contract / Temporary,"
 Contract Type:  Fixed term for two years. Faculty:  Faculty of Science 
 Summary: 
 The School of Mathematics and Statistics has fifty-five members of academic staff made up of nineteen professors, fifteen readers and senior lecturers, and twenty-one staff who are lecturers, university teachers or independent research fellows. There is a strong research ethos and an international reputation in research, with research groups in Algebra and Algebraic Geometry, Category Theory, Differential Geometry, Fluid Dynamics, Mathematical Biology and Environment, Number Theory, Particle Astrophysics and Gravitation, Probability, Solar Physics, Statistics and Topology. In the recent assessment under the Research Excellence Framework 89% of our submission was judged to be either internationally excellent or world leading. There are fruitful interdisciplinary links across the University. 
 The School of Mathematics and Statistics is seeking to appoint Research Associate (Statistical Consultant) to our new academic statistical consultancy team. The team will provide medium and short term statistical expertise on a range of research across the University. We expect the scope of projects to be highly diverse and provide statistical novelty and interest. Existing collaborations within the School include work with; Animal and Plant Sciences, Psychology, Advanced Manufacturing, Engineering and Geography. 
 You will have a PhD or working towards a PhD in Statistics or a related discipline (or equivalent experience). 
 The supporting documentation can be viewed by clicking on the Apply button below. Applications must be submitted via the online application system at  http://www.sheffield.ac.uk/jobs/ : the “About the Job” explains more about how the application should be presented. 
",28,University of Sheffield - School of Mathematics and Statistics,normal,,Northern England,,"['Mathematics and Statistics', 'Mathematics', 'Statistics']",['Academic or Research'],,,Full Time,False,,UOS012704,Research Associate (Statistical Consultant),AMU495,Sheffield,2016-01-18,0,,"
                                            £29,847
                                                     to £37,768                                                                                                            Grade 7
                                        ","['Insufficient Evidence', 'Insufficient Evidence']",University of Sheffield
1045,None,2016-02-28,Contract / Temporary,"
 We are seeking a research associate to work on a project investigating biases in adults' Theory of Mind funded by the ESRC. The Principal Investigator is Professor Nicola Clayton and the Co-Investigator is Professor Robert Lurz. 
 The person appointed will primarily be responsible for the designing, programming and running of experiments. These experiments will seek to test the nature and the extent of adults' ability to reason about what others see and believe as well as the causes of any biases adults show in such tasks. This work will involve ensuring that the experiments meet ethical guidelines, recruiting and testing participants as well as data collection and analysis. Where appropriate the post holder will be responsible for writing and publishing manuscripts relating to these experiments and communicating their results at academic conferences. The post holder will also be required to organise and run public engagement activities closely related to the research outcomes. In addition, the post holder will be required to liaise with the PI and Co-Investigator to ensure that the research being undertaken is appropriate and that the conditions of the grant are met.  The post holder will also be required, where necessary, to supervise undergraduate and graduate students, research assistants and visiting researchers. 
 The post holder must have a PhD in Experimental Psychology or a closely related discipline. The post holder should be capable of working in an international multi-disciplinary team. They are expected to have extensive experience of designing and running experiments on social cognition (preferably testing adults). The post holder should be able to code experiments using appropriate software and to analyse data using appropriate statistical techniques. Knowledge of the literature on adult Theory of Mind is essential and on comparative cognition and philosophical approaches to testing Theory of Mind is desirable. 
 Fixed-term: The funds for this post are available from 1 April 2016 until 30 April 2018 in the first instance 
 Inquiries regarding this post should be emailed to Professor Nicky Clayton ( nsc22@cam.ac.uk ) 
 To apply online for this vacancy and to view further information about the role, please visit: 
 http://www.jobs.cam.ac.uk/job/9318 . This will take you to the role on the University’s Job Opportunities pages. There you will need to click on the 'Apply online' button and register an account with the University's Web Recruitment System (if you have not already) and log in before completing the online application form. 
 The University values diversity and is committed to equality of opportunity.  The University has a responsibility to ensure that all employees are eligible to live and work in the UK. 
 Please quote reference PJ08171 on your application and in any correspondence about this vacancy. 
 The University values diversity and is committed to equality of opportunity. 
 The University has a responsibility to ensure that all employees are eligible to live and work in the UK. 
",33,University of Cambridge - Department of Psychology,normal,,South East England,,['Psychology'],['Academic or Research'],,,Full Time,False,,PJ08171,Research Associate,AMW166,Cambridge,2016-01-26,0,,"
                                            £28,982
                                                     to £37,768                                                                                                        ","['None', 'Some', 'None']",University of Cambridge
1046,Yes,2016-03-02,Contract / Temporary,"
 We are looking for a climate modeller to work with Dr Andrea Manica and Dr Andrew Friend (Dept. of Geography) on a project investigating the role of past climate on human adaptation. This ERC funded post is available for up to 50 months, with a start date of 1 April 2015. 
 Details of Dr Manica's research may be found here:  http://www2.zoo.cam.ac.uk/manica/index.htm 
 Details of Dr Friend's research may be found here:  http://www.geog.cam.ac.uk/people/friend/ 
 This project focuses on investigating the effect of natural selection in humans, using spatially explicit models that are informed by climate and vegetation reconstructions through time. The successful candidate will be involved in generating paleoclimate and paleovegetation reconstructions and work with population geneticists to use this information to quantitatively inform models of human evolution. 
 Duties will include setting up and running global paleoclimatic models using CESM; running paleovegetation reconstructions; potentially modifying CESM/vegetation models to allow for human/environment interactions; interacting with archaeologists and geneticists to help result interpretation; and the preparation of manuscripts for publication. 
 Required experience / knowledge for the position 
 Essential: 
 A PhD in climate modelling, or closely related subjects. 
 Advanced programming skills in Fortran 90/95/2003. 
 Experience running GCM 
 Willingness to interact with specialist from other fields, such as archaeology and genetics 
 Ability to organise time, plan ahead and to work effectively independently. 
 Good data handling and data analysis skills. 
 Good communication skills (written and oral). 
 Ability to work in a team and strong inter-personal skills. 
 Desirable: 
 Experience running CESM 
 Experience with setting up and modifying CESM (or an equivalent climate model). 
 Background knowledge (e.g. from degree courses) of archaeology or anthropology. 
 Experience with vegetation models. 
 We will interview during week beginning 7 March 2016 
 Fixed-term: The funds for this post are available for up to 50 months. 
 To apply online for this vacancy and to view further information about the role, please visit:  http://www.jobs.cam.ac.uk/job/9371 . This will take you to the role on the University’s Job Opportunities pages. There you will need to click on the 'Apply online' button and register an account with the University's Web Recruitment System (if you have not already) and log in before completing the online application form. 
 Please quote reference PF08219 on your application and in any correspondence about this vacancy. 
 The University values diversity and is committed to equality of opportunity. 
 The University has a responsibility to ensure that all employees are eligible to live and work in the UK. 
",30,University of Cambridge - Department of Zoology,normal,,South East England,,"['Biological Sciences', 'Genetics', 'Other Biological Sciences', 'Physical and Environmental Sciences', 'Geography', 'Environmental Sciences', 'Computer Science', 'Computer Science', 'Social Sciences and Social Care', 'Anthropology']",['Academic or Research'],,,Full Time,False,,PF08219,Research Associate - Climate Modelling,AMX252,Cambridge,2016-02-01,1,,"
                                            £28,982
                                                     to £37,768                                                                                                        ","['Some', 'Most']",University of Cambridge
1047,Yes,2016-02-15,,"
 Primary Supervisor:    Doctor Peter Petrov 
 Secondary supervisors:   Professor Peter Winlove (University of Exeter) 
 This project is one of a number which are funded by the Engineering and Physical Sciences Research Council (EPSRC) Doctoral Training Partnership to commence in September 2016. The studentships will provide funding for a stipend (currently £14,057 per annum for 2015/16), research costs of £3,000 and UK/EU tuition fees at Research Council rates for 3.5 years. 
 The physical properties of cell plasma membrane, such as elasticity and electrostatic potentials, have been increasingly recognised for their importance in controlling cell biological function. In this project, we will investigate how the physical properties of the membrane of red blood cells affect biochemical signalling recently established to originate from the cell plasma membrane. The first part of the project will be dedicated to developing and implementing of novel experimental techniques for quantification of membrane elastic constants in an unambiguous manner. This work will be carried out in close collaboration with theoreticians and computational physicists in order to develop novel computational framework for the interpretation of the experimental measurements. Once established, these methods will be used to investigate the factors affecting the release of biochemical signalling agents known to occur upon deforming the red cell membrane. We will also seek to establish how abnormal conditions akin to disease such as elevated oxidative stress levels and/or glycation affect the production and release of signalling agents and regulators of vascular function. These studies will provide better understanding of the role the red cell membrane properties play in regulating vascular tone and haemodynamics, and suggest new ways for ameliorative interventions in disease. 
 Contact for Informal enquiries:   Dr Peter Petrov, e-mail:   P.G.Petrov@exeter.ac.uk . 
 Application criteria  Applicants should have or expect to achieve a 2:1 Honours degree, or equivalent in Physics, Engineering, Biosciences, Maths, Natural Science, Medicine or other numerate discipline. 
 The closing date for applications is midnight on Monday 15 February 2016. Interviews will be held at the University of Exeter shortly after this date. 
 Postgraduate Research Office:   emps-pgr-ad@exeter.ac.uk 
 
",12,University of Exeter - Physics,normal,,South West England,,"['Health and Medical', 'Medicine and Dentistry', 'Biological Sciences', 'Other Biological Sciences', 'Physical and Environmental Sciences', 'Physics and Astronomy', 'Other Physical Sciences', 'Mathematics and Statistics', 'Mathematics']",['PhD'],"
                                            £14,057
                                                                                                                                                            ","UK Students, EU Students",Full Time,False,,2058,EPSRC funded PhD in Physics: Red cell physical properties: effect on biochemical signalling,AMX644,Exeter,2016-02-03,1,PhD,,"['Most', 'Most']",University of Exeter
1048,Yes,2016-02-22,,"
 The Department of Pathology is offering two fully-funded 4-year PhD studentships for October 2016 entry, funded by a grant from the European Research Council (ERC). The students will be based at the Division of Virology, Addenbrooke's Hospital, Cambridge, under the supervision of Dr Andrew E. Firth 
 The studentships are available to UK nationals and EU students who meet the UK residency requirements. Further information about your fee status can be found at the following website: 
 http://www.graduate.study.cam.ac.uk/finance/fees/what-my-fee-status 
 Title of project: Comparative genomics of RNA viruses 
 We are seeking two highly motivated candidates with a strong background in mathematics and, preferably, also knowledge of computer programming and/or the biological sciences, interested in pursuing PhD research in comparative genomic analysis of RNA virus genomes. 
 The aims of the two PhD studentships are (1) to computationally identify all functional elements in the genomes of RNA viruses and retroviruses of medical, veterinary and agricultural importance; and (2) to develop new comparative genomic software, web interfaces, and an interactive RNA virus comparative genomics database. Specific projects include RNA structure prediction and novel feature discovery using sequence alignments for ~700 virus species; (2) development of methods for automated feature annotation; and (3) development of methods for mining high-throughput sequencing data for highly divergent novel viruses, and processing their sequence information for comparative genomics. The projects are expected to feed into experimental validation/characterization work undertaken by other members of the joint computational/experimental lab. 
 Information on how to apply is available at   http://www.path.cam.ac.uk/graduate/firth.html 
 The deadline for applications is Monday 22 February 2016 by 12 noon.  Applications received after this time will not be considered. 
 Fixed-term: The funds for this post are available for 4 years in the first instance. The funding will be £21,238 pa which includes University and College fees that the student will be responsible for paying. 
 More information on the supervisor's research can be found on their research group websites  http://www.path.cam.ac.uk/directory/andrew-firth  and  http://www.firthlab.path.cam.ac.uk/index.html .  Specific queries regarding the studentships should be directed to Dr Firth  aef24@cam.ac.uk 
 General queries regarding these positions should be directed to  jobs@path.cam.ac.uk  or 01223 333940. 
 Please quote reference PK07916 on your application and in any correspondence about this vacancy. 
 The University values diversity and is committed to equality of opportunity. 
 The University has a responsibility to ensure that all employees are eligible to live and work in the UK. 
",18,University of Cambridge - Department of Pathology,normal,,South East England,,"['Health and Medical', 'Anatomy, Physiology and Pathology', 'Biological Sciences', 'Biology', 'Other Biological Sciences']",['PhD'],"
                                            £21,238
                                                                                                                                                            ",,Full Time,False,,PK07916,PhD Studentship in Computational/Mathematical Biology,AMX990,Cambridge,2016-02-04,1,,,"['Most', 'Most']",University of Cambridge
1049,Yes,2016-03-10,Contract / Temporary,"
 Fixed-term from 1 April 2016 to 31 January 2018 
 Faculty:  Faculty of Social Sciences 
 Salary:  Grade 7 
 Summary:  The Information School at the University of Sheffield is recognised nationally and internationally for its world-class research, excellence in teaching, and the achievements of its graduates. It is the leader in its field in the UK, consistently ranked number one in every national Research Assessment Exercise and achieving top-ranking positions for research environment and research impact in the Research Excellence Framework 2014. It is a member of the international iSchools organisation, a group of leading cognate schools established to promote the role of the information field in shaping the future of the global information society. 
 You will work as part of a small team of Sheffield researchers on the European Commission Horizon 2020 funded project ‘IMPROVER: Improved risk evaluation and implementation of resilience concepts to critical infrastructure’. The aim of the study is to explore how information shared via social media can help reduce response and recovery times and raise awareness about the risk of future disasters. The Sheffield team will look specifically at how community representatives and those involved in emergency management can use social media to create early-warning systems that can be activated during such events. 
 You will manage data collection and storage on a day-to-day basis, as well as assisting with the analysis of the social media and interview data, the writing up of the research and the timely completion of the project. In performing these tasks, you will liaise closely with the Work Package leader, Dr. Paul Reilly and a Research Assistant. 
 You will hold or be close to completing a PhD in media and communication studies or a related discipline, have experience of collecting and analysing qualitative and quantitative data and have experience of conducting research using social media. You will be able to work both independently and as part of a small team. 
 
",29,University of Sheffield - Information School,normal,,Northern England,,"['Computer Science', 'Computer Science', 'Information Systems', 'Media and Communications', 'Media Studies']",['Academic or Research'],,,Full Time,False,,UOS012927,Research Associate (IMPROVER),AMZ143,Sheffield,2016-02-10,1,,"
                                            £29,847
                                                     to £33,574                                                                                                            Per annum
                                        ","['Some', 'Some']",University of Sheffield
1050,None,2016-02-25,Permanent,"
 The Estates & Campus Facilities Division has a vacancy for an experienced Electrical Supervisor in the Electrical Section of its Estates Direct Labour Organisation. You will be a working “hands-on” tradesperson responsible for the maintenance and control of electrical services throughout the University Campus. You must be conversant with all aspects of the IET wiring regulations BS7671 including all latest amendments, including 17 th edition exam. You should be a time served electrical tradesperson with extensive experience in a maintenance or environment, including regular use of Trend BeMS, Oracle ordering system and QFM event management system. Extensive knowledge of installation work is also a requirement of this post. 
 This is a full-time on-going position of 35 hours per week. Hours of work are 0800 - 1600, Monday to Friday, with one hour for lunch each day. 
 Please be aware that this job is open only to current members of staff of Cardiff University who are eligible for redeployment. 
 Cardiff University is committed to supporting and promoting equality and diversity. Our Inclusive environment welcomes applications from talented people from diverse backgrounds. 
",15,Cardiff University - Estates & Campus Facilities,normal,,Wales,,['Property and Maintenance'],['Craft or Manual'],,,Full Time,False,,4297BR,Electrical Supervisor,AMZ221,Cardiff,2016-02-10,0,,"
                                            £25,769
                                                     to £29,847                                                                                                            per annum (Grade 5)
                                        ","['None', 'None']",Cardiff University
